Time (s),Channel 1 (V),Channel 2 (V)
-0.00258048,0.4986234299109612,0.001140038035122025
-0.00257985,0.5023203654819384,0.002153075255520203
-0.00257922,0.4986234299109612,0.001815396182054451
-0.00257859,0.5023203654819417,0.001477717108588085
-0.00257796,0.506017301052919,0.001140038035122025
-0.00257733,0.5097142366238979,0.003841470622851728
-0.0025767,0.5208050433368295,0.00316611247591961
-0.00257607,0.5097142366238979,0.001140038035122025
-0.00257544,0.506017301052919,0.002490754328986877
-0.00257481,0.4838356876270557,0.0008023589616565801
-0.00257418,0.4801387520560667,0.001477717108588238
-0.00257355,0.4690479453431334,0.001477717108588545
-0.00257292,0.4764418164850878,0.002153075255520664
-0.00257229,0.4801387520560667,0.001815396182054451
-0.00257166,0.4690479453431199,0.001815396182053837
-0.00257103,0.4468663319172567,0.0004646798881895994
-0.0025704,0.4209877829204044,-0.0005483573322090393
-0.00256977,0.4062000406364956,0.0004646798881891387
-0.00256914,0.3988061694945311,0.001140038035122025
-0.00256851,0.3951092339235556,0.001140038035122793
-0.00256788,0.40250310506551,0.00282843340245309
-0.00256725,0.4135939117784466,0.003503791549385515
-0.00256662,0.4320785896333462,0.001140038035122332
-0.00256599,0.4431693963462778,0.001815396182054451
-0.00256536,0.4246847184913833,0.001477717108588238
-0.00256473,0.4394724607752922,0.001477717108588238
-0.0025641,0.4209877829204044,0.0008023589616558123
-0.00256347,0.4135939117784298,-0.0002106782587428264
-0.00256284,0.3766245560686577,-0.0002106782587428264
-0.00256221,0.3581398782137633,0.0008023589616558123
-0.00256158,0.3581398782137531,0.0008023589616550444
-0.00256095,0.3359582647878899,-0.0008860364056752522
-0.00256032,0.3359582647878899,0.001140038035122025
-0.00255969,0.3248674580749583,0.0004646798881899066
-0.00255906,0.3174735869329954,0.001477717108588238
-0.00255843,0.3285643936459321,0.0001270008147233865
-0.0025578,0.3211705225039743,0.001815396182054451
-0.00255717,0.3174735869329954,0.001815396182054451
-0.00255654,0.3248674580749532,0.0004646798881892923
-0.00255591,0.3248674580749532,-0.0002106782587428264
-0.00255528,0.3174735869329954,0.001477717108588238
-0.00255465,0.3322613292169043,0.0004646798881900601
-0.00255402,0.3063827802200587,-0.0008860364056752522
-0.00255339,0.3026858446490798,0.0004646798881895994
-0.00255276,0.3100797157910376,0.0001270008147233865
-0.00255213,0.2989889090781009,0.0001270008147233865
-0.0025515,0.2989889090780875,-0.000886036405674945
-0.00255087,0.2694134245102698,-0.0002106782587428264
-0.00255024,0.2509287466553753,0.0001270008147233865
-0.00254961,0.2361410043714665,-0.0002106782587426728
-0.00254898,0.2435348755134175,-0.0005483573322090393
